GG_EXHAUST_TEMP_T54_AVG
789.3344727
789.6932373
790.6386719
789.7979736
789.4519653
789.8456421
788.6998291
790.1338501
789.8539429
790.2398071
789.7133789
790.149231
790.2417603
790.7866821
790.079834
790.1898193
788.6038208
789.6057129
789.9350586
790.7261353
789.3644409
788.3328247
790.9367676
789.9237671
789.8308105
788.9530029
788.166748
789.2211914
789.7012939
790.1142578
788.4731445
788.8446655
790.4180908
790.0131836
790.8330688
789.6646118
788.5333252
789.8578491
790.6305542
791.0837402
789.8551636
788.8981934
789.1203613
791.0465088
789.4238892
789.1201782
788.5288696
790.3438721
791.3740234
791.3897705
788.711731
788.9871216
790.2529297
789.9588623
789.9613037
789.2601929
788.8153076
789.182312
789.2366333
788.4450684
786.5750122
788.1144409
788.6034546
789.5549927
788.9448242
788.0648804
788.7590332
789.7683716
789.6496582
791.413208
790.4710083
788.7771606
789.0725098
788.5630493
790.2953491
790.0160522
788.434021
788.4399414
789.0307617
788.713501
791.3121338
790.1884766
789.625
790.1316528
789.9185791
790.3163452
789.687439
786.9353027
789.8130493
789.1036377
790.546875
789.484436
788.9129639
789.2619019
789.59375
789.7106323
790.6430054
789.2648926
792.6560669
791.3262329
790.5031128
791.5045166
791.0484619
790.8504028
792.9163818
791.7138672
791.7073975
791.8620605
791.7653198
792.7662354
790.9255981
789.4723511
789.0174561
789.7190552
789.8362427
791.1340942
790.9700928
790.2279663
790.5603027
790.8377686
789.8168945
791.2316895
790.2939453
789.9046631
791.2915649
789.8823853
790.4189453
788.4145508
788.7865601
790.6583862
790.6276245
789.3464966
789.1046753
790.1852417
790.7680664
789.9165039
789.4263916
788.3778687
788.8922119
789.3035278
791.1515503
789.5828247
789.4125366
788.8409424
789.2451782
789.2241211
789.6807251
788.7394409
789.3005371
789.4533081
789.3527222
789.4169922
790.0556641
788.1710815
789.281189
789.5787964
788.9210205
788.4801025
788.5234375
788.3132935
789.6241455
788.960144
788.9034424
788.6660767
789.352417
790.1054077
789.2756958
788.7868652
788.8082275
788.6485596
789.2449341
789.5267334
789.0924683
788.8931885
789.1450806
790.3239136
790.7299194
789.9577637
789.7880859
788.6657104
790.432312
791.4091797
789.1221924
789.34198
788.1361084
790.6766968
790.2626953
789.4066772
789.4799194
789.2506104
790.5800171
790.2457275
788.2299194
787.9175415
788.5020142
789.2064819
789.7652588
789.8713989
788.6317139
788.5158691
789.635498
790.1188965
790.2583618
789.0725708
788.5280151
790.5701904
790.6159668
792.4954834
790.395874
790.4556885
792.3882446
791.6533203
792.2328491
791.1987915
791.8575439
792.241394
793.0040283
792.6268921
791.9736328
790.8768921
793.3032837
793.4171753
794.3413086
792.5893555
792.9481201
793.0772705
794.6832275
793.8712769
794.2363281
792.8563843
793.8928223
793.7890625
794.1628418
794.5811157
792.4901733
793.0522461
794.34375
795.1564941
794.1112061
794.1080322
794.604248
794.6984863
793.8687744
794.8830566
794.6790161
794.4749756
794.8671875
794.5518799
794.6376953
794.552002
793.8397827
794.9454346
794.2973633
794.1363525
792.4158936
793.1652832
792.9005737
793.5366821
793.105835
